	english	sinhala	Similarity score
776	Error opening the requested link.	අයදුම් කරන ලද බන්ධයේ(link) දෝෂයක් පවතී	0.4089926995575156
881	permission denied	අවසර නැත	0.4089318627636182
62	Start a new game	නව තරගයක් ආරම්ඹකරන්න	0.408320058603265
516	Convert End Of Line characters to the most common EOL found in the file	පෙල අග (EOL) අක්ෂර Unix EOL (LF) වලට හරවන්න	0.4083037052014375
1035	Empathy can use the GPS to guess the location	පිහිටීම අනුමාන කිරීමට Empathyට GPS භාවිතා කල හැක	0.4081265853522303
834	Empathy can use the GPS to guess the location	Empathy හට ඔබගේ පිහිටුම GPS මගින් අනුමාන කල හැක	0.4081265853522303
256	Program '%s' does not have execution permission	'%s' ක්‍රමලේඛයට ධාවන අයිතීන් නොමැත	0.4078511296341953
338	Unable to create file: %s.	%s ගොනුව බිහිකළ නොහැක	0.407838399633425
818	Play a sound when a contact logs out	සබඳතාවක් පිටවීමේදී ශබ්දයක් වාදනය කරන්න	0.40760653990588774
141	Move ~a onto the ace of diamonds.	රුවිත ආසියා	0.4075004726784414
720	Actions	ක්‍රියා:	0.4074664340307723
331	Actions	ක්‍රීයා	0.4074664340307723
539	Actions	ක්‍රියාව	0.4074664340307723
