	english	sinhala	Similarity score	Alignment score
1270	When you insert a smartcard, KDE can automatically launch a management tool if no other application attempts to use the card.	ඔබ ස්මාට් කාඩ්පතක් ඇතුළු කල විට, වෙනත් කිසිදු භාවිත යෙවුමක් කාඩ්පත භාවිත නොකරයි නම් KDE විසින් ස්වයංක්‍රීයව පරිපාලක ටූලයක් ක්‍රියාකරවනු ඇත	0.18368115041812416	0.435566
1271	Could not Launch Terminal Client	ටර්මිනල් සේවාලාභියා ඇරඹිය නොහැකි විය	0.18366579052857315	0.512695
1272	Enable Clipboard & Actions	ක්ලිප් පුවරු ක්‍රියා සක්‍රීය කරන්න (A)	0.18366432406673994	0.525641
1273	Selection Inactive Text	අක්‍රීය පෙළ තෝරාගැනීම	0.18365090340876122	0.630682
1274	With this option activated, only one instance of Konqueror used for file browsing will exist in the memory of your computer at any moment, no matter how many file browsing windows you open, thus reducing resource requirements. Be aware that this also means that, if something goes wrong, all your file browsing windows will be closed simultaneously	මෙම අභිප්‍රේතය සක්‍රීය විට කොපමණ කවුළු ප්‍රමාණයක් විවෘත කලත් ගොනු ගවේශනය සඳහා භාවිත වන එක් Konqueror අවස්ථාවක් පමණක් ඔබේ පරිගණක මතකයේ පවතී, මෙය සම්පත් භාවිතය අවම කරයි. එහෙත් යම් කිසිවක දෝශයක් හටගත් විට ඔබේ සියළු ගොනු ගවේශක කවුළු එකවිට වැසී යන බව මතකයේ තබාගන්න	0.1836232942373499	0.533899
1275	If enabled, KDE will always try to have one preloaded Konqueror instance ready; preloading a new instance in the background whenever there is not one available, so that windows will always open quickly. Warning: In some cases, it is actually possible that this will reduce perceived performance.	සක්‍රීය නම්, KDE විසින් සැමවිටම එක් පෙර පූර්‍ණය කල Konqueror අවස්ථාවක් සූදානමෙන් තබාගනී; නොමැති ඕනෑම අවස්ථාවක පසුබිමෙන් අවස්ථාවක් පෙරපූර්‍ණය වේ, එම නිසා කවුළු වඩා ඉක්මනින් විවෘත වේ. අවවාදයයි: ඇතැම්විට, එය ලැබෙන කාර්‍යයක්‍ෂමතාව අඩු කරයි.	0.18362014834792717	0.432247
1276	Do Nothing	කිසිවක් නොකරන්න	0.18358998337907906	0.613636
1277	Audio Control	ශ්‍රව්‍ය පාලනය	0.18355403873420073	0.485714
1278	All Artists	සියලු කලාකරුවන්	0.1835056629488463	1.0
1279	Installing KDM themes	KDE තේමා ස්ථාපනය කරමින්@ info: progress	0.18347554955198575	0.3625
1280	Install	ස්ථාපනය	0.18347073084378812	1.0
1281	Here you can choose the languages that will be used by KDE. If the first language in the list is not available, the second will be used, etc. If only US English is available, no translations have been installed. You can get translation packages for many languages from the place you got KDE from. Note that some applications may not be translated to your languages; in this case, they will automatically fall back to US English.	මෙහිදී ඔබට KDE භාවිත කරන භාශාවන් තෝරාගත හැක, ලැයිස්තුවේ පළමු භාශාව නොපවතීනම් දෙවැන්න උත්සාහ කරනු ඇත, ඇඑජ ඉංග්‍රීසි පමණක් අඩංගු නම් හා, කිසිඳු පරිවර්‍ථකයක් අඩංගු නොවේනම්. ඔබ KDE ලබාගත් ස්ථානයන්ගෙන් ඒවා ලබාගත හැක. ඇතැම් යෙදුමෙ ඔබේ භාශාවට පරිවර්‍ථනය නොවී තිබිය හැකි බව සලකන්න, ඒවා ස්වයංක්‍රීයව නැවත ඉංග්‍රීසියට හැරවෙනු ඇත.	0.1834370867409234	0.60016
1282	Error while adding yourself to the CC list: %1	CC ලැයිස්තුවට ඔබම ඇතුළත්වීමේ වරදක්:% 1@ title: window	0.18340141500902973	0.566391
1283	Mount Time	රැඳවුම් වේලාව	0.18337801672169007	1.0
1284	applies the Qt stylesheet to the application widgets	Qt මෝස්තර පත්‍රය වැඩසටහන් විජට් වලට යොදයි	0.18337085649144882	0.398023
1285	Setup Window Shortcut	ස්ථාපන කවුළු කෙටිමඟ	0.18336666987033823	0.690909
1286	Show caps	වැස්ම පෙන්වන්න	0.18329529547372658	1.0
1287	Change failed	වෙනස් කිරීම අසාර්ථකයි	0.18326725049155357	0.863636
1288	Disable scrollback	ස්ක්‍රෝල් කිරීම අක්‍රීය කරන්න	0.18326347153833922	0.389474
1289	Following the command, you can have several place holders which will be replaced with the actual values when the actual program is run: %f - a single file name %F - a list of files; use for applications that can open several local files at once %u - a single URL %U - a list of URLs %d - the folder of the file to open %D - a list of folders %i - the icon %m - the mini-icon %c - the caption	විධානයට පසුව ඔබට එක් එක් වැඩසටහන සමඟ එක් එක් අගයන් කිහිපයක් සහිත ස්ථාන ධාරක කිහිපයක් සැකසිය හැක:% f - තනි ගොනු නාමයක්% F - ගොනු ලැයිස්තුවක්; එකවර දේශීය ගොනු කිහිපයක් විවෘත කල හැකි භාවිතයෙදවුමෙ සඳහා භාවිත වේ% u - තනි URL ලිපිනයක්% U - URL ලිපින ලැයිස්තුවක්% d - විවෘත කරන ගොනුවේ බහාළුම% D - බහාළුම් ලැයිස්තුව% i - අයිකනය% m - කුඩා- අයිකනය% c - මාතෘකාව	0.1832469617093011	0.522676
1290	Unclassified	වර්ග නොකළ	0.18322950511355884	0.75
1291	CPU %1: %2, unknown speed	CPU% 1:% 2, නොදන්නා වේගයක්	0.18322870100200817	0.830484
1292	Import a color scheme from a file	වර්ණ තේමාවක් ගොනුවකින් ආනයනය කරන්න	0.18319968374817108	0.781933
1293	without name	නාමය රහිතව	0.1831584751162154	0.41958
1295	Service to start	ආරම්භ කිරීමට සේවාවක්	0.18307831654368556	0.319328
1296	Customize the screen saver	තිර සුරැකුම රිසිසේ සකසන්න	0.18305894980130688	0.319801
1297	Can not set date.	දිනය සැකසිය නොහැක	0.18304473723947012	0.611111
1298	Set All Shortcuts to None	සියළුම කෙටිමං අක්‍රීය තත්වයට ගෙන එන්න	0.18303947984531987	0.654858
1299	The Caps Lock key has been activated.	Caps Lock යතුර සක්‍රීය කර ඇත.	0.18302599754952098	0.509649
1300	This will enable automatic regeneration of Windows' Start menu entries for KDE applications	මෙය Windows ආරම්භක මෙනුව මත KDE යෙදුම් සඳහා ඇතුළත් කිරීම් නැවත ජනනය කරයිwhatsThis tooltip	0.18301869351671485	0.318599
1301	Unable to Load Dialog	සංවාදය පූරණය කල නොහැකි විය	0.18300130154148064	0.513468
1302	"If this option is checked, the default system bell will be used. See the ""System Bell"" control module for how to customize the system bell. Normally, this is just a ""beep""."	"මෙම විකල්පය සලකුණු කර ඇතිවිට, සම්මත පද්ධති සීනුව භාවිත වේ. පද්ධති සීනුව සැකසීම සඳහා ""පද්ධති සීනුව"" පාලක මොඩියුලය බලන්න. සාමාන්‍යයෙන්, එය ""බීප්"" නාදයකි."	0.18294327675994282	0.647266
1303	Provider could not be initialized.	ඇගැයුම ලබා දිය නොහැකි විය.	0.1829408568581627	0.465079
1305	This theme requires the plugin %1 which is not installed.	මෙම තේමාවට ස්ථාපනය කර නොමැති% 1 ප්ලගිනය අවශ්‍යයි.	0.18284882528314483	0.445517
1306	List View Settings	ලැයිස්තුව දසුන් සැකසුම්	0.18277356919134036	0.339912
1307	single DMA	තනි DMA	0.1827161468409031	0.431818
1308	No SCSI devices found.	SCSI උපාංග හමු වුයේ නැත.	0.18271536756128626	0.754783
1309	Contact author	කතෘ අමතන්න	0.18270402730375918	1.0
1310	Visit homepage...	නිවාස පිටුව	0.18267261581758032	0.583333
1311	Transient window (a dialog) appears	අස්ථිර කවුළුව (සංවාදයක්) දැක්වේName	0.1826279895976768	0.5
1312	Failed to attach to shared memory segment %1	% 1 හවුල් මතක කොටසට ඈඳිමේ වරදක්	0.18258464356676996	0.376389
1313	Stop Logging	වාර්‍ථා කිරීම නවතමින් (t)	0.18255876263719983	0.461538
1314	in the following browser:	පහත ගවේශකය තුළ:	0.18255181243603147	0.646635
1315	Enter the number of the bug report you want to check	ඔබට පරීක්‍ෂා කිරීමට ඇවැසි වැරදි වාර්ථාවේ අංකය ඇතුළත් කරන්න@ label	0.18251856483220763	0.570898
1316	When sleep button pressed	නිද්‍රා බොත්තම එබූ විට	0.1825052958301967	0.48913
1318	If this is enabled, PowerDevil will be able to configure power management for your monitor	සක්‍රීය නම්, ඔබේ දර්ශකය සඳහා PowerDevil විසින් බල කළමණාකරනය සිදුකරනු ඇත.	0.18247703378028746	0.408701
1319	Show selection toggle	තෝරාගැනීමේ ටොගලය පෙන්වන්න	0.18243343413678303	0.332168
1320	A tool to start single KDE control modules	තනි KDE පාලක මොඩියුල ඇරඹිම සඳහා ආයුධයක්.	0.18242597406242567	0.582246
1321	Logged in at the KDE bug tracking system (%1) as: %2.	KDE වැරදි හඹායෑම් පද්ධතිය වෙත (% 1) ලෙස:% 2 ට පිවිසී ඇත. @ info: status '1' is a url, '2' the username	0.1823450754827718	0.630708
1322	Change the font used in this profile	මෙම පැතිකඩේ භාවිත වන අකුරු වෙනස් කරයි	0.18233758663882327	0.586771
1323	Enable cookies	කුකී සක්‍රීය කරන්න (k)	0.182331645612976	0.407246
1324	Other, Not Assigned	වෙනත්, නොපැවැරූ	0.18231307209225633	0.9
1325	0 (self powered)	0 (ස්ව බලැති)	0.1823012879531234	1.0
1326	The icon name to look for	සෙවිය යුතු අයිකනයේ නම	0.1822814422121155	0.396853
1327	& Basic setup (recommended)	මූලික සැමසුම් (නිර්දේශිත) (B)	0.1822558624994599	0.657143
1328	Profile Management	පැතිකඩ කළමණාකරු	0.18224628405459953	0.429276
1329	Network Preferences Here you can define the behavior of KDE programs when using Internet and network connections. If you experience timeouts or use a modem to connect to the Internet, you might want to adjust these settings.	ජාල අභිප්‍රේත මෙහිදී ඔබට KDE වැඩසටහන් විසින් අන්තර්ජාලය හා ජාල සම්බන්ධතා භාවිත කරන ආකාරය සැකසිය හැක. ඔබ මොඩමයක් භාවිත කරයිනම් හෝ කල් ඉකුත්වීම් දැනේ නම්. ඔබට මෙම සැකසුම් වෙනස්කිරීමට සිදුවිය හැක.	0.1822182245800832	0.603414
1330	Change Settings Without Asking	ඇසීමකින් තොරව සැකසුම් වෙනස් කරන්න	0.18219702393662374	0.435958
1331	Customize the icon theme	අයිකන තේමාව රිසිසේ සකසන්න	0.1821025317067324	0.765385
1332	Play sounds	ශබ්ද වාදනය	0.18207886519815586	0.481061
1333	Konqueror Stylesheets This module allows you to apply your own color and font settings to Konqueror by using stylesheets (CSS). You can either specify options or apply your own self-written stylesheet by pointing to its location. Note that these settings will always have precedence before all other settings made by the site author. This can be useful to visually impaired people or for web pages that are unreadable due to bad design.	Konqueror රටා පත්‍ර මෙම මොඩියුලය රටා පත්‍ර (CSS) භාවිත කරමින් ඔබේම ව‌ර්‍ණ හා අකුරු සැකසුම් Konqueror වෙත යෙදීමට යොදාගනී ඔබට අභිප්‍රේත ලබාදීම ඔබ විසින්ම ලියූ රටා පත්‍රයක ස්ථානය ලබාදීම මගින් ඇතුළත් කල හැක. මෙම සැකසුම් වලට අඩවි කතෲ විසින් දෙනලද සියලු සැකසුම් වලට වඩා ප්‍රමුඛතාවක් හිමිවෙන බව සලකන්න. මෙය දෘශ්‍යාබාධිත පුද්ගලයන්ට හා අසාර්ථක නිර්මාණය නිසා කියවිය නොහැකි වෙබ් පිටු කියවීමට ප්‍රයෝජනවත් වේ.	0.1820627433480695	0.436642
1334	The Shift key has been locked and is now active for all of the following keypresses.	Shift යතුර අඟුලු දමා ඇති අතර එය පහත සියළු යතුරු එබිම් සඳහා සක්‍රීය වේ.	0.1820268867490995	0.32908
1335	Display only the current desktop's windows	වත්මන් වැඩතලයේ කවුළු පමණක් පෙන්වන්න	0.18201668066376442	0.635659
1336	Warning: Caps Lock is on	අවවාදයයි: කැප්ස් යතුර සක්‍රීයයි	0.18200435773724166	0.545625
1337	Open & links in new tab instead of in new window	සබැඳි නව කවුළුවක වෙනුවට නව ටැබයක විවෘත කරන්න (l)	0.181992590908294	0.459184
1338	Rain Likely	වැස්ස වියහැකweather forecast	0.1819849510811764	0.533046
1339	Save the current color scheme	වත්මන් වර්ණ තේමාව සුරකින්න	0.18195934803770797	0.633333
1340	Please enter a name for the new profile:	නව පැතිකඩක් ඳහා නමක් ඇතුළත් කරන්න:	0.18195102331446833	0.301394
1341	Visited Text on Visited Background (Note: Visited Background is derived from Visited Text and cannot be separately configured at this time)	පිවිසි පසුබිම ම පිවිසි පෙළVisited Text on Visited Background (වැදගත්: පිවිසි පසුබිම පිවිසි පෙළට ඈඳී ඇති බැවින් ඒවා වෙන් වෙන්ව සැකසිය නොහැක)	0.1818731053681404	0.460714
1342	Audio Preview	ස්වයංක්‍රීය පුර්‍වදසුනName	0.18183765056915036	0.563492
1343	No permission to cancel pending shutdown:	පොරොත්තුවන වසාදැමීම අවලංගු කිරීමට කිසිඳු අවසරයක් නොමැත: start of shutdown:	0.18179940593813626	0.668571
1344	When & Konqueror starts:	& Konqueror ආරම්භ වන විට@ item: inlistbox	0.18176305110318935	0.614286
1345	The following modules are available:	දැනට පහත මොඩියුල පවතී:	0.18172417317327927	0.501175
1346	light drizzle	‍ටිකක් වැහිපොදweather condition	0.1816971688240301	0.52765
1347	Your X server does not support resizing and rotating the display. Please update to version 4.3 or greater. You need the X Resize, Rotate, and Reflect extension (RANDR) version 1.1 or greater to use this feature.	ඔබේ X සංග්‍රහකය දර්ශකය ප්‍රතිප්‍රමාණය හා භ්‍රමණය සඳහා සහාය නොදක්වයි. කරුණාකර ඔබේ සංස්කරණය 4. 3 හෝ ඉහළට යාවත්කාලීන කරන්න. ඔබට මෙම විශේෂාංගය සඳහා X ප්‍රතිප්‍රමාණ. භ්‍රමණ හා පිළිබිඹු දිගුවේ (RANDR) 1. 1 හෝ ඉහළ සංස්කරණයක් ඇවැසියි.	0.18168871815919374	0.337524
1348	Unknown Order %1	නොදන්නා පිළිවෙල% 1	0.18168621914082905	0.55418
1349	What terminal application to use	භාවිතා කළයුතු ටර්මිනල යෙදුම	0.18166078919940779	0.753788
1350	Unable to open temporary file.	තාවකාලික ගොනුව විවෘත කළ නොහැක.	0.18163524569343542	0.645161
1351	Google Advanced Search	Google උසස් සෙවුමQuery	0.18160427065595286	1.0
1352	System backend died. Please try again. %1	පද්ධති පසුඉම වැසිනි. කරුණාකර නැවත උත්සාහ කරන්න.% 1	0.1816040236462868	0.637255
1353	"Enhanced Browsing In this module you can configure some enhanced browsing features of KDE. Web Shortcuts Web Shortcuts are a quick way of using Web search engines. For example, type ""altavista: frobozz"" or ""av: frobozz"" and Konqueror will do a search on AltaVista for ""frobozz"". Even easier: just press Alt+F2 (if you have not changed this shortcut) and enter the shortcut in the KDE Run Command dialog."	"වැඩි දියුණු කල ගවේශණය මෙම මොඩියුලය තුල ඔබට KDE හී වැඩි දියුණු කල ගවේශණයන් සැකසිය හැක. අන්තර්ජාලික යතුරු පද අන්තර්ජාලික යතුරුපද වලදී ඔබට වෙළද නාමයක්, ව්‍යාපෘතිය, නාම ආදීය ලිවිය හැක,, etc... ඒ අතරම සුදුසු ස්ථානය වෙත යාමටද හැක. උදාහරණයක් ලෙස ඔබට ""KDE"" හෝ ""K Desktop Environment"" වැන්නක් කොන්කරර් මත යෙදීමෙන් KDE නිවෙස් පිටුවට යා හැක. වෙබ් කෙටිමං වෙබ් කෙටිමං යනු ඉක්මනින් සෙවුම් යන්ත්‍ර භාවිත කිරීමේ මඟකි. උදාහරණයක් ලෙස, ""altavista: frobozz"" හෝ ""av: frobozz"" යනවෙන් යෙදූ විට Konqueror විසින් AltaVista ""frobozz"" සඳහා සොයනු ඇත. තවත් පහසුවෙන්: Alt+F2 පමණක් ඔබා (ඔබ විසින් මෙම කෙටිමඟ වෙනස් කර නොමැති නම්) KDE ධාවන විධාන සංවාදයේ කෙටිමඟ යොදන්න."	0.18156220784749166	0.428156
1354	This box contains the domains and hosts you have set a specific plugin policy for. This policy will be used instead of the default policy for enabling or disabling plugins on pages sent by these domains or hosts. Select a policy and use the controls on the right to modify it.	මෙම කොටුවේ ඔබට ප්ලගින ප්‍රතිපත්ති ලබාදිය හැක ධාරක හා ඩොමේන පෙන්වයි. මෙම ප්‍රතිපත්ති එම ඩොමේන හා ධාරක විසින් එවන ප්ලගින සක්‍රීය හා අක්‍රීය කිරීමේ පෙරනිමි ප්‍රතිපත්ති වෙනුවට ක්‍රියාත්මක වේ. ප්‍රතිපත්තියක් තෝරා එය සැකසීමට දකුණේ ඇති පාලක උපයෝගී කරගන්න.	0.18153876389237666	0.381939
1355	& Digital display	අංකිත දර්ශකය (D)	0.18153536662794068	0.601307
1356	& Read Device	උපාංගය එක් කරන්න...	0.18149112408082146	0.828571
1357	An Imlib2 based window manager	Imlib2 පාදක කරගත් කවුළු කළමණාකරුවෙක්Name	0.181433256991113	0.534618
1358	Enter a name for this Secure shell connection as well as a server address, port and folder path to use and press the Save & Connect button.	මෙම සුරක්‍ෂිත ශෙල් සබඳතා ධාරක ලිපිනයක් ලෙසත් නමක් ලබා දෙන්න, භාවිතයට පෝර්ට් හා බහලුම් මඟ ලබාදී සුරකින්න හා සබඳතාව බොත්තම ඔබන්න.	0.18142869490066005	0.357589
1359	A regular expression matching the window title If you do not specify one, then the very first window to appear will be taken - not recommended.	කවුළු මාතෘකාවට ගැළපෙන සාමාන්‍ය යෙදුම ඔබ එවැන්නක් ලබා දී නැත්නම්, පෙනෙන ප්‍රථම කවුළුව ලබාගනු ඇත - නිර්දේශිත නොවේ.	0.1813976214853028	0.565726
1360	Some websites change the window size on their own by using window. resizeBy() or window. resizeTo(). This option specifies the treatment of such attempts.	ඇතැම් වෙබ් අඩවි window. resizeBy () හෝ window. resizeTo () භාවිත කරමින්. කවුළු ප්‍රමාණය වෙනස් කරයි මෙම අභිප්‍රේතය එවැනි ප්‍රයත්න සඳහා යොදාගනී.	0.1813408737325517	0.44259
1361	Asia, East	නැගෙනහිර ආසියාවName	0.18128944129603042	0.547727
1362	Add operating system & version	මෙහෙයුම් පද්ධති සංස්කරණය ඇතුළත් කරන්න (v)	0.18120538219045557	0.700845
1363	Select a Java policy for the above host or domain.	ඉහත ධාරක නාමයට හෝ ඩොමේන් නාමයට ජාවා ප්‍රතිපත්තිය තෝරන්න	0.18118227923378072	0.422794
1364	Use environment variables to configure the proxy settings. Environment variables such as HTTP_PROXY and NO_PROXY are usually used in multi-user UNIX installations, where both graphical and non-graphical applications need to share the same proxy configuration information.	ප්‍රොක්සි සැකසුම් වෙනස් කිරීම සඳහා පාරිසරික විචල්‍ය භාවිත කරන්න. HTTP_ PROXY හා NO_ PROXY වැනි පාරිසරික විචල්‍ය සාමාන්‍යයෙන් යොදාගනු ලබන්නේ චිත්‍රක හා නොවන යෙදුම් දෙවර්‍ගයම එකම ප්‍රොක්සි සැකසුම් භාවිත කරන බහු පරිශීලක UNIX ස්ථාපන වලයි.	0.18115728155135002	0.347943
1365	Session Manager You can configure the session manager here. This includes options such as whether or not the session exit (logout) should be confirmed, whether the session should be restored again when logging in and whether the computer should be automatically shut down after session exit by default.	සැසි පාලකය ඔබට මෙහිදී වාර පාලකය සැකසිය හැක. මෙහි මෙය පිටවීම තහවුරු කල යුතුද යන්න, නැවත පිවිසි විට වාරය ප්‍රථිස්තාපනය කල යුතුද යන්න හා වාරය පිටවූ විට පරිගණකය පෙරනිමියෙන් වසාදැමිය යුතුද යන්න වැනි විකල්ප අඩංගුවේ.	0.1811319981793531	0.424941
1366	Server connect:	සංග්‍රහක සම්බන්ධ (n):	0.181059847828692	0.394886
1367	Configure general file manager settings	සාමාන්‍ය ගොනු කළමාණාකරන සැකසුම් සකසන්නName	0.1810210818057385	0.57907
1368	Prefix in $HOME used to write files	ගොනු ලිවීමට භාවිත කළ $HOME තුළ උපසර්ගය	0.1810181400417441	0.826923
1369	Do nothing	කිසිවක් නොකරන්න	0.18101704203490954	0.613636
1370	How to Change Desktop Theme	වැඩතල තේමාව වෙනස් කරන්නේ කෙසේද	0.18101505025606457	0.629608
1371	& Recent connection:	සබඳතාව නැවත ඇති කරන්න (R):	0.1810130844005471	0.637566
1372	Configure actions	ක්‍රියා සකසන්න	0.18100498642888851	1.0
1373	Use KDE's system notification mechanism whenever a modifier or locking key changes its state	වෙනස් කිරීමක් හෝ යතුරු අගුළු දැමීමක් එහි තත්වය වෙනස් කරන සැමවිටම KDE හී පද්ධති දැන්වීම් යාන්ත්‍රණය භාවිත කරන්න	0.18099627878291358	0.451758
1374	"This ""actions"" file has no ImportId field and therefore it cannot be determined whether or not it has been imported already. Are you sure you want to import it?"	"""ක්‍රියාවන්"" ගොනුව සතුව ආයාත ID අංකයක් නොමැති බැවින් එය මීට පෙර ආයාත කර ඇතිදැයි සොයාගත නොහැක, ඔබට එය ආයාත කිරීමට ඇවැසිද?"	0.1809848804923604	0.595555
1375	Configure playlist layouts...	වාදන ලැයිස්තු නාමය:	0.18097436155312607	0.333333
1376	If non-zero, this option allows keeping Konqueror instances in memory after all their windows have been closed, up to the number specified in this option. When a new Konqueror instance is needed, one of these preloaded instances will be reused instead, improving responsiveness at the expense of the memory required by the preloaded instances.	බිංදුව නොවේනම්, මෙම අභිප්‍රේතය ලබාදුන් අගය තෙක් සියළු කවුළු වැසූ පසුත් Konqueror අවස්ථා මතකයේ තබාගනී. නව Konqueror අවස්ථාවක් ඇවැසි විට, මෙම පෙර පූර්ණය කල අවස්ථාවක් යලි භාවිතයට ගැනෙනු ඇත, පෙර පූර්‍ණය කල අවස්ථා මගින් මතකය වැඩි කර ප්‍රතිචාර දියුණු කරයි.	0.18096334497295175	0.418466
1377	Cancel font scan?	අකුරු පිරික්සීම නවතන්න ද?	0.18095047324595726	0.301282
1378	Select a shortcut scheme file	කෙටිමං යෙදුම් ගොණුවක් තෝරන්න	0.18094072593703459	0.508046
1379	normal	සාමාන්‍ය	0.18092975270428724	1.0
1380	You can choose to display a custom logo (see below), a clock or no logo at all.	ඔබට රුචි ලෝගෝවක් දැකිවීමට තෝරාගත හැක (පහත බලන්න), ඔරලෝසුවක් හෝ ලෝගෝවක් නොමැති හෝ විය හැක.	0.18088142923284067	0.506944
1381	Shrink View	දසුන හකුළන්න	0.18087770863985497	0.599359
1382	Unable to find the cursor theme archive %1.	% 1 කර්සර තේමා සංරක්‍ෂක සොයාගැනීමට නොහැකි විය.	0.18079778367064137	0.702611
1383	A window closes	කවුළුවක් වැසිනිName	0.18074958219949622	0.49375
1384	Fading duration:	අවපැහැ කාලසීමාව: Duration of fading	0.18067925623290648	0.736111
1385	The removal request failed.	ඉවත් කිරීමේ ඉල්ලීම අසමත් විය.	0.18063846715612825	0.711905
1386	& Single-click to open files and folders	ගොනු හා බහාළුම් විවෘත කිරීමට තනි ක්ලිකය (S)	0.18057723609945242	0.546009
1387	Available Content	පවතින අන්තර්ගතය	0.18056388738841633	1.0
1388	Design, Graphics and Sounds	සැලසුම, ග්‍රැෆික් සහ ශබ්ද	0.18053196400904992	0.425824
1389	Use accessibility stylesheet Selecting this option will allow you to define a default font, font size, and font color with a few simple clicks of the mouse. Simply wander over to the Customize... dialog and pick out your desired options.	පිවිසුම් සහායක රටා පත්‍ර භාවිත කරන්න මෙම විකල්පය තෝරාගැනීම ඔබට පෙරනිමි අකුරු, අකුරු ප්‍රමාණය, හා අකුරු වර්‍ණය සරල මවුස ක්ලික් කිහිපයකින් ලබාදිය හැක. සරලව රුචිකරණයේ විශ්මය විඳින්න... සංවාදයේ යෙදී ඔබට කැමත අභිප්‍රේත තෝරාගන්න.	0.18052861770411255	0.462973
1391	My Bookmarks	මගේ පිටු සලකුණු	0.1804865573249117	0.78125
1392	Is the application started the first time	භාවිත යෙදවුම ආරම්භ කලේ ප්‍රථම වතාවටද?	0.18048589561658446	0.725564
1393	Search Bar	සෙවුම් තීරුව@ title: window	0.1804671969739502	0.443182
1394	Right button:	දකුණු බොත්තම:	0.18044815204211773	1.0
1395	Delete the selected identifier text.	තෝරාගත් අනන්‍යතා පෙළ මකා දමන්න.	0.1804428283330708	0.726351
1396	Get help...	උදව් ගන්න...	0.1804416240233354	0.641026
1397	DVD Rewritable	නැවත ලිවිය හැකි DVD	0.18041300592267362	0.75
1398	Unknown application folder	නොදන්නා යෙදුම් බහලුම	0.18041015848575626	0.727513
1399	Display	සංදර්ශනයComment	0.18040428333188174	1.0
1400	KDE logout was canceled	KDE පිටවීම අහෝසි කළාName	0.1803779292058607	0.796667
1401	Add new proxy exception address to the list.	නව ප්‍රොක්සි මඟහැරීම් ලිපිනයක් ලැයිස්තුවට එක් කරන්න.	0.18037680856104998	0.818449
1402	Button Background	බොත්තම් පසුබිම	0.18035974516442366	0.538889
1403	Lists all file manager locations	: q: ට ගැලපෙන ගොණු කළමණාකාර පිහිටුම සොයන්න	0.18035819775559503	0.370331
1404	Question	පැණය	0.18035572647458495	1.0
1405	Question	ප්‍රශ්නය	0.18035572647458495	1.0
1406	Remove them	ඒවා ඉවත් කරන්න	0.18033733153060894	0.8
1407	Stylesheets See http: / /www. w3. org/ Style/ CSS for further information on cascading style sheets.	රටා පත්‍ර කඩාහැලෙන රටා පත්‍ර පිළිබඳ වැඩිදුර තොරතුරු සඳහා http: // www. w3. org/ Style/ CSS බලන්න.	0.18033034216568922	0.738331
1408	Key click & volume:	යතුරු ක්ලික ශබ්දය (v):	0.18032893730742217	0.308696
1410	You can configure how Konqueror looks as a file manager here	ඔබට මෙහිදී Konqueror ගොනු කළමනාකරුවෙකු ලෙස පෙනෙන ආකාර සැකසිය හැකName	0.18027285295647744	0.55215
1411	abort own sessions	තම වාර නවතන්නafter timeout:	0.18021880142987357	0.928571
1412	Output Channels	ප්‍රථිධාන නාලිකාව	0.1802117627012194	1.0
1413	Advanced Settings	උසස් සැකසුම්	0.18020159024854365	0.442308
1414	Path(s) to search	සෙවීමට මාර්‍ග( ය) NAME OF TRANSLATORS	0.18019987421030237	0.614035
1415	The KDE 4 icon view style	KDE 4 අයිකන දසුන් රටාවName	0.18019663644020056	0.508547
1416	Neutral Text on Neutral Background (Note: Neutral Background is derived from Neutral Text and cannot be separately configured at this time)	ස්වභාවික පසුබිම මත ස්වභාවික පෙළ (වැදගත්: ස්වභාවික පසුබිමට ස්වභාවික පෙළ ඈඳී ඇති අතර මේ අවස්ථාවේ ඒවා වෙන වෙනම සැකසිය නොහැක)	0.1801639481454913	0.596663
1417	Could not open the file, probably due to an unsupported file format. %1	ගොනුව විවෘත කළ නොහැක, සහාය නොදක්වන ගොනු සංයුතියක් විය හැක.% 1	0.1801090538160679	0.545027
1418	Open with File Manager	ගොනු කළමණාකරු සමඟ ආරම්භ කරන්නName	0.18010699099158956	0.503197
1419	Next View Container	මීළඟ දසුන් එකතුව	0.17997849050880177	0.397059
1420	Apply inactive window color & effects	අක්‍රීය කවුළු වර්ණ සැරසුම් එක් කරන්න (e)	0.17991162248472392	0.483633
1421	List available profiles	භාවිතයට ඇති පැතිකඩ ලැයිස්තුව	0.17986023197681789	0.602011
1422	A newer file named '%1 'already exists.	'% 1' නමැති නව ගොණුවක් දැනටමත් පවතී.	0.17984829478518805	0.387162
1423	This is the font used to display fixed-width (i. e. non-proportional) text.	ස්ථිර- පළලැති පෙළ (උදා. සමානුපාතික නොවන) දර්ශනය කිරීමට භාවිත කරන අකුරු මෙයයි.	0.17976824569814198	0.663293
1424	You can choose a basic Color Scheme here that will be used by KDM only.	ඔබට මෙහිදී KDM හට පමණක් භාවිත වන මූලික වර්‍ණ රටාව තෝරාගත හැක. @ title: group	0.1797449779087401	0.456439
1425	An older file named '%1 'already exists.	'% 1' නමැති පැරණි ගොණුවක් දැනටමත් පවතී.	0.17971688188390544	0.616768
